"id","name","swings_competitive","percent_swings_competitive","contact","avg_bat_speed","hard_swing_rate","squared_up_per_bat_contact","squared_up_per_swing","blast_per_bat_contact","blast_per_swing","swing_length","swords","batter_run_value","whiffs","whiff_per_swing","batted_ball_events","batted_ball_event_per_swing"
696100,"Goodman, Hunter",676,0.9061662198391421,465,"74.208035828",0.4156804733727811,0.3118279569892473,0.21449704142011836,0.16774193548387098,0.11538461538461539,"7.203589808",15,-0.145436335861306,211,0.3121301775147929,224,0.33136094674556216
677800,"Abreu, Wilyer",576,0.9085173501577287,466,"74.166629896",0.40624999999999994,0.27253218884120173,0.2204861111111111,0.1759656652360515,0.1423611111111111,"7.092869913",11,0.14556623378882527,110,0.1909722222222222,204,0.3541666666666667
663457,"Nootbaar, Lars",528,0.9056603773584906,423,"74.13785822",0.4431818181818183,0.3380614657210402,0.2708333333333333,0.19621749408983452,0.1571969696969697,"6.948317538",12,-14.748406304377625,105,0.19886363636363635,222,0.42045454545454547
691016,"Soderstrom, Tyler",663,0.9107142857142857,504,"74.104813544",0.3800904977375566,0.30753968253968256,0.23378582202111614,0.19047619047619047,0.14479638009049775,"7.526174676",21,-10.096220190308756,159,0.2398190045248869,251,0.37858220211161386
641857,"McMahon, Ryan",691,0.9009126466753585,462,"74.041398075",0.4081041968162084,0.3181818181818182,0.21273516642547033,0.18831168831168832,0.12590448625180897,"7.450922721",22,-21.081249861548528,229,0.3314037626628075,206,0.2981186685962373
572233,"Walker, Christian",743,0.9006060606060606,546,"74.038965801",0.39973082099596235,0.2802197802197802,0.20592193808882908,0.16117216117216118,0.11843876177658143,"7.412077712",33,-24.59875670784741,197,0.2651413189771198,248,0.33378196500672946
694192,"Chourio, Jackson",754,0.9029940119760479,578,"74.026479058",0.42440318302387264,0.3408304498269896,0.2612732095490716,0.17993079584775087,0.13793103448275862,"7.543284324",18,-0.6605361000024166,176,0.23342175066312998,315,0.4177718832891247
545361,"Trout, Mike",517,0.9006968641114983,384,"74.012257505",0.3984526112185687,0.2994791666666667,0.22243713733075435,0.17708333333333334,0.13152804642166344,"7.430332379",14,-4.390628986229455,133,0.2572533849129594,174,0.3365570599613153
624585,"Soler, Jorge",518,0.9071803852889667,377,"74.003009903",0.4111969111969112,0.2917771883289125,0.21235521235521235,0.16445623342175067,0.11969111969111969,"7.727576737",8,-7.438862977421388,141,0.2722007722007722,184,0.3552123552123552
666160,"Moniak, Mickey",452,0.8986083499005965,336,"73.939137345",0.3893805309734513,0.34523809523809523,0.25663716814159293,0.17261904761904762,0.12831858407079647,"7.656868473",13,8.664782842643127,116,0.25663716814159293,185,0.4092920353982301
621043,"Correa, Carlos",545,0.9113712374581939,432,"73.934598385",0.39633027522935776,0.33564814814814814,0.26605504587155965,0.19675925925925927,0.1559633027522936,"7.298916165",6,-10.444635346546923,113,0.20733944954128442,231,0.42385321100917434
700250,"Rice, Ben",484,0.9046728971962616,381,"73.902542831",0.3925619834710743,0.3648293963254593,0.2871900826446281,0.23097112860892388,0.18181818181818182,"7.387692293",12,-2.9935267782410264,103,0.2128099173553719,201,0.4152892561983471
671218,"Ramos, Heliot",738,0.905521472392638,573,"73.801729092",0.4349593495934959,0.30715532286212915,0.23848238482384823,0.16055846422338568,0.12466124661246612,"6.804436125",18,-8.103166813602144,165,0.22357723577235772,271,0.36720867208672087
691176,"Domínguez, Jasson",593,0.9067278287461774,435,"73.798169376",0.3473861720067453,0.28045977011494255,0.2057335581787521,0.1724137931034483,0.12647554806070826,"7.785349696",6,-7.0036151928445864,158,0.26644182124789206,185,0.31197301854974707
671739,"Harris II, Michael",662,0.9068493150684932,512,"73.762694668",0.3489425981873111,0.28515625,0.22054380664652568,0.173828125,0.13444108761329304,"7.893691239",11,-31.0559246977486,150,0.22658610271903323,265,0.4003021148036254
665487,"Tatis Jr., Fernando",682,0.9057104913678619,505,"73.757847126",0.41495601173020524,0.37623762376237624,0.2785923753665689,0.2198019801980198,0.1627565982404692,"7.275280587",19,-10.569248709573882,177,0.2595307917888563,274,0.40175953079178883
667670,"Rooker, Brent",733,0.903822441430333,520,"73.734643888",0.37926330150068216,0.3576923076923077,0.25375170532060026,0.18846153846153846,0.13369713506139155,"7.152353943",32,-2.5970141350162077,213,0.29058663028649384,283,0.3860845839017735
671732,"Butler, Lawrence",725,0.9017412935323383,497,"73.733400386",0.38620689655172413,0.32193158953722334,0.2206896551724138,0.1750503018108652,0.12,"7.051319103",19,-16.84961052765315,228,0.31448275862068964,249,0.34344827586206894
650490,"Díaz, Yandy",661,0.9054794520547945,552,"73.722490651",0.3645990922844176,0.3713768115942029,0.3101361573373676,0.24818840579710144,0.20726172465960666,"7.671739017",5,-5.126641746021891,109,0.1649016641452345,295,0.4462934947049924
700242,"Sweeney, Trey",424,0.9137931034482759,318,"73.709851745",0.3089622641509434,0.2641509433962264,0.19811320754716982,0.1320754716981132,0.09905660377358491,"7.528908137",11,-15.838941848488414,106,0.25,156,0.36792452830188677
687597,"Beck, Jordan",591,0.9092307692307692,417,"73.706965651",0.3807106598984772,0.2829736211031175,0.1996615905245347,0.15827338129496402,0.1116751269035533,"7.704364264",6,4.247496658409215,174,0.29441624365482233,214,0.36209813874788493
621566,"Olson, Matt",780,0.9112149532710281,591,"73.681855346",0.4000000000000001,0.2876480541455161,0.21794871794871795,0.18104906937394247,0.1371794871794872,"7.420245333",11,-7.557849087465524,189,0.2423076923076923,251,0.3217948717948718
669224,"Wells, Austin",569,0.9031746031746032,424,"73.642852953",0.3427065026362038,0.3113207547169811,0.23198594024604569,0.18160377358490565,0.13532513181019332,"7.63728775",6,-10.302406037062552,145,0.2548330404217926,194,0.3409490333919156
542303,"Ozuna, Marcell",594,0.9013657056145675,449,"73.540628114",0.37878787878787873,0.3429844097995546,0.25925925925925924,0.1603563474387528,0.12121212121212122,"7.252847963",2,-10.677563390528288,145,0.2441077441077441,215,0.36195286195286197
665862,"Chisholm Jr., Jazz",508,0.9087656529516994,353,"73.481278976",0.3681102362204724,0.32294617563739375,0.22440944881889763,0.17280453257790368,0.12007874015748031,"7.763035",4,-0.2467461379512541,155,0.3051181102362205,161,0.3169291338582677
624424,"Conforto, Michael",517,0.9182948490230906,397,"73.480956074",0.37911025145067684,0.3022670025188917,0.23210831721470018,0.14609571788413098,0.11218568665377177,"7.269910928",3,-24.167304549995347,120,0.23210831721470018,192,0.3713733075435203
673548,"Suzuki, Seiya",662,0.9019073569482289,519,"73.444149154",0.3806646525679757,0.35452793834296725,0.27794561933534745,0.2023121387283237,0.15861027190332327,"7.232415423",18,11.2862230661572,143,0.21601208459214502,270,0.4078549848942598
595879,"Báez, Javier",507,0.902135231316726,371,"73.438368264",0.3372781065088757,0.31805929919137466,0.23274161735700197,0.1725067385444744,0.126232741617357,"8.251590769",6,-2.332509273676213,136,0.2682445759368836,196,0.3865877712031558
543807,"Springer, George",601,0.9024024024024024,447,"73.354875324",0.3660565723793678,0.34675615212527966,0.2579034941763727,0.174496644295302,0.129783693843594,"7.492398336",11,-3.9107984331094903,154,0.2562396006655574,231,0.3843594009983361
665742,"Soto, Juan",586,0.9001536098310292,485,"73.346221945",0.3805460750853243,0.3917525773195876,0.3242320819112628,0.27010309278350514,0.2235494880546075,"7.017197713",25,3.392331571882319,101,0.17235494880546076,263,0.44880546075085326
664040,"Lowe, Brandon",644,0.9057665260196905,462,"73.289763463",0.327639751552795,0.329004329004329,0.2360248447204969,0.15584415584415584,0.11180124223602485,"7.17556705",17,-3.9204281256290123,182,0.2826086956521739,222,0.3447204968944099
592885,"Yelich, Christian",675,0.9024064171122995,473,"73.247694163",0.33629629629629637,0.3150105708245243,0.22074074074074074,0.18181818181818182,0.1274074074074074,"7.5138328",16,-7.336914919948994,202,0.2992592592592593,240,0.35555555555555557
694671,"Langford, Wyatt",579,0.9018691588785047,428,"73.211276563",0.312607944732297,0.3294392523364486,0.24352331606217617,0.17757009345794392,0.13126079447322972,"7.041357841",6,-9.262500925188306,151,0.2607944732297064,202,0.3488773747841105
664056,"Bader, Harrison",475,0.8996212121212122,347,"73.177210547",0.32421052631578945,0.2881844380403458,0.21052631578947367,0.15273775216138327,0.11157894736842106,"7.149957095",11,-5.817552572597716,128,0.2694736842105263,171,0.36
521692,"Perez, Salvador",729,0.9011124845488258,553,"73.131986708",0.3168724279835392,0.321880650994575,0.24417009602194786,0.17902350813743217,0.13580246913580246,"7.886761221",16,-8.494587433799127,176,0.24142661179698216,287,0.3936899862825789
679529,"Torkelson, Spencer",663,0.9057377049180327,502,"73.098229879",0.2579185520361991,0.32270916334661354,0.24434389140271492,0.1593625498007968,0.12066365007541478,"7.737943062",11,-13.223018192476943,161,0.24283559577677225,240,0.36199095022624433
606192,"Hernández, Teoscar",571,0.9077901430842608,402,"72.942480018",0.30998248686514895,0.34328358208955223,0.24168126094570927,0.1865671641791045,0.13134851138353765,"7.811027285",20,-10.485505065096097,169,0.29597197898423816,217,0.38003502626970226
502671,"Goldschmidt, Paul",644,0.9160739687055477,531,"72.870232127",0.2422360248447205,0.327683615819209,0.2701863354037267,0.15630885122410546,0.12888198757763975,"7.617090823",5,-4.196687546539193,113,0.17546583850931677,271,0.42080745341614906
661388,"Contreras, William",671,0.9018817204301075,522,"72.846266051",0.32041728763040234,0.36015325670498083,0.28017883755588674,0.17624521072796934,0.13710879284649777,"7.072569508",18,-16.82517719833821,149,0.22205663189269748,266,0.39642324888226527
686469,"Pasquantino, Vinnie",685,0.906084656084656,566,"72.832749504",0.3021897810218977,0.3498233215547703,0.28905109489051095,0.17491166077738515,0.14452554744525548,"7.41174892",8,-0.4893458116426803,119,0.17372262773722627,296,0.4321167883211679
687401,"Ortiz, Joey",518,0.9008695652173913,436,"72.810464112",0.2799227799227799,0.27293577981651373,0.22972972972972974,0.13302752293577982,0.11196911196911197,"7.599577104",6,-11.918711198474103,82,0.1583011583011583,234,0.4517374517374517
669127,"Langeliers, Shea",496,0.9051094890510949,380,"72.775784052",0.27217741935483875,0.3263157894736842,0.25,0.1631578947368421,0.125,"7.110742157",1,-9.432977898475226,116,0.23387096774193547,197,0.3971774193548387
681624,"Pages, Andy",722,0.9025,586,"72.753189557",0.23130193905817176,0.2883959044368601,0.23407202216066483,0.1296928327645051,0.10526315789473684,"7.920570512",25,8.582452498464153,136,0.1883656509695291,275,0.3808864265927978
608369,"Seager, Corey",518,0.8993055555555556,374,"72.696414961",0.22779922779922784,0.3582887700534759,0.25868725868725867,0.22727272727272727,0.1640926640926641,"6.74803861",17,-5.551058992283258,144,0.277992277992278,186,0.3590733590733591
669911,"Toglia, Michael",552,0.8946515397082658,364,"72.686074438",0.22644927536231896,0.27197802197802196,0.1793478260869565,0.1346153846153846,0.08876811594202899,"7.588527917",15,-14.188520644736112,188,0.34057971014492755,163,0.29528985507246375
605137,"Bell, Josh",558,0.9102773246329527,429,"72.646397473",0.30824372759856633,0.3543123543123543,0.2724014336917563,0.1794871794871795,0.13799283154121864,"7.996721649",6,-19.389861553210128,129,0.23118279569892472,238,0.4265232974910394
592663,"Realmuto, J.T.",593,0.9081163859111792,452,"72.612803272",0.3102866779089376,0.3053097345132743,0.2327150084317032,0.15486725663716813,0.11804384485666104,"7.568775076",10,-15.614285825615966,141,0.23777403035413153,215,0.3625632377740304
666134,"Jones, Nolan",496,0.9001814882032668,366,"72.591216754",0.3004032258064516,0.3087431693989071,0.22782258064516128,0.14754098360655737,0.10887096774193548,"6.83701246",10,-17.04671534433067,130,0.2620967741935484,152,0.3064516129032258
686780,"Pagés, Pedro",458,0.9087301587301587,347,"72.584244432",0.26855895196506546,0.276657060518732,0.2096069868995633,0.138328530259366,0.10480349344978165,"7.122059651",9,-18.690158184293356,111,0.2423580786026201,168,0.36681222707423583
663993,"Lowe, Nathaniel",721,0.9057788944723618,564,"72.562540388",0.2441054091539527,0.2801418439716312,0.21914008321775313,0.1400709219858156,0.10957004160887657,"7.255840707",21,-13.153289472511275,157,0.217753120665742,257,0.3564493758668516
676572,"Wagaman, Eric",543,0.9019933554817275,427,"72.555288416",0.2688766114180479,0.3770491803278688,0.2965009208103131,0.1873536299765808,0.14732965009208104,"7.108878692",20,-17.575301752695832,116,0.2136279926335175,252,0.46408839779005523
691718,"Crow-Armstrong, Pete",807,0.9026845637583892,601,"72.52312627",0.26765799256505574,0.31114808652246256,0.23172242874845106,0.14309484193011648,0.10656753407682776,"7.245650855",18,10.297225691930727,206,0.2552664188351921,279,0.34572490706319703
671277,"García Jr., Luis",590,0.9062980030721967,476,"72.474688644",0.288135593220339,0.3802521008403361,0.30677966101694915,0.1722689075630252,0.13898305084745763,"7.404900237",13,-9.524396525369951,114,0.19322033898305085,259,0.43898305084745765
666969,"García, Adolis",742,0.9037758830694276,526,"72.473883774",0.27223719676549857,0.3574144486692015,0.25336927223719674,0.1844106463878327,0.1307277628032345,"7.56955345",13,-22.351893206428905,216,0.29110512129380056,257,0.3463611859838275
669221,"Murphy, Sean",443,0.9004065040650406,320,"72.445661151",0.29571106094808125,0.275,0.1986455981941309,0.153125,0.11060948081264109,"7.788653273",23,-1.4659279965273155,123,0.27765237020316025,135,0.3047404063205418
553993,"Suárez, Eugenio",741,0.9003645200486027,528,"72.434405263",0.26045883940620784,0.3446969696969697,0.24561403508771928,0.16666666666666666,0.11875843454790823,"7.826045695",35,10.514310753989772,213,0.2874493927125506,249,0.3360323886639676
665161,"Peña, Jeremy",530,0.9090909090909091,402,"72.427318755",0.1773584905660378,0.3756218905472637,0.2849056603773585,0.19402985074626866,0.1471698113207547,"7.530119717",6,5.772324419014328,128,0.24150943396226415,251,0.47358490566037736
666310,"Naylor, Bo",464,0.9044834307992202,364,"72.407702802",0.21767241379310345,0.25824175824175827,0.2025862068965517,0.10989010989010989,0.08620689655172414,"7.74147625",12,-16.590722730941394,100,0.21551724137931033,145,0.3125
672386,"Kirk, Alejandro",567,0.9115755627009646,474,"72.397907284",0.2663139329805996,0.4050632911392405,0.3386243386243386,0.22362869198312235,0.18694885361552027,"7.219492081",7,-10.905119731320948,93,0.164021164021164,269,0.47442680776014107
676475,"Burleson, Alec",546,0.900990099009901,473,"72.396234176",0.28205128205128205,0.40169133192389006,0.34798534798534797,0.18181818181818182,0.1575091575091575,"7.490350293",7,0.460439252760517,73,0.1336996336996337,254,0.4652014652014652
657656,"Laureano, Ramón",449,0.905241935483871,328,"72.375071203",0.22494432071269488,0.3018292682926829,0.22048997772828507,0.16158536585365854,0.11804008908685969,"7.083880824",11,-1.8316974083338913,121,0.26948775055679286,155,0.34521158129175944
683011,"Volpe, Anthony",650,0.9052924791086351,492,"72.355762277",0.2676923076923077,0.35365853658536583,0.2676923076923077,0.16666666666666666,0.12615384615384614,"7.207836508",7,-24.251778974760008,158,0.24307692307692308,250,0.38461538461538464
682928,"Abrams, CJ",633,0.9017094017094017,496,"72.348631722",0.2543443917851501,0.32661290322580644,0.2559241706161137,0.14717741935483872,0.11532385466034756,"7.551734329",15,-9.576700500992118,137,0.21642969984202212,262,0.41390205371248023
668804,"Reynolds, Bryan",736,0.9075215782983971,543,"72.338134701",0.22961956521739135,0.3314917127071823,0.24456521739130435,0.1731123388581952,0.12771739130434784,"6.925788043",25,-25.29711039168142,193,0.26222826086956524,256,0.34782608695652173
593428,"Bogaerts, Xander",540,0.903010033444816,445,"72.332724685",0.25185185185185194,0.36629213483146067,0.30185185185185187,0.15280898876404495,0.1259259259259259,"7.288540444",8,-15.25646704095117,95,0.17592592592592593,263,0.48703703703703705
668227,"Arozarena, Randy",699,0.8984575835475579,505,"72.322369785",0.2861230329041488,0.3564356435643564,0.2575107296137339,0.1900990099009901,0.13733905579399142,"7.456431903",12,-4.5651854244141745,194,0.27753934191702434,239,0.3419170243204578
672820,"Sosa, Lenyn",557,0.9056910569105691,433,"72.321488582",0.2567324955116697,0.34872979214780603,0.2710951526032316,0.15011547344110854,0.11669658886894076,"7.427303806",4,-2.3156841043505443,124,0.22262118491921004,220,0.39497307001795334
680777,"Jeffers, Ryan",432,0.9,354,"72.25712706",0.2800925925925926,0.3559322033898305,0.2916666666666667,0.15819209039548024,0.12962962962962962,"7.233573356",11,-4.807126714931039,78,0.18055555555555555,201,0.4652777777777778
665966,"Narváez, Carlos",545,0.9038142620232172,397,"72.23327633",0.20550458715596334,0.3501259445843829,0.25504587155963304,0.15869017632241814,0.11559633027522936,"7.604442349",12,-4.438004987087146,148,0.27155963302752295,184,0.3376146788990826
656976,"Smith, Pavin",404,0.9038031319910514,282,"72.164737673",0.22524752475247525,0.3191489361702128,0.22277227722772278,0.14893617021276595,0.10396039603960396,"7.354737673",19,-0.3916692427398123,122,0.30198019801980197,130,0.3217821782178218
663616,"Larnach, Trevor",605,0.905688622754491,431,"72.14162486",0.23636363636363633,0.37122969837587005,0.2644628099173554,0.1740139211136891,0.12396694214876033,"7.31904243",16,-13.366880946206736,174,0.28760330578512394,237,0.39173553719008264
666139,"Lowe, Josh",446,0.9065040650406504,339,"72.132313139",0.2690582959641256,0.2890855457227139,0.21973094170403587,0.10029498525073746,0.07623318385650224,"7.293942377",7,-12.682986481859437,107,0.2399103139013453,144,0.32286995515695066
664023,"Happ, Ian",680,0.9030544488711819,518,"72.048779176",0.19117647058823534,0.31467181467181465,0.23970588235294119,0.15444015444015444,0.11764705882352941,"6.98893175",7,-22.178683327399966,162,0.23823529411764705,256,0.3764705882352941
663697,"India, Jonathan",617,0.9033674963396779,515,"72.015367974",0.22690437601296598,0.34368932038834954,0.28687196110210694,0.14951456310679612,0.12479740680713128,"7.289333728",17,-21.298012386061178,102,0.16531604538087522,279,0.4521880064829822
663656,"Tucker, Kyle",694,0.9048239895697523,576,"72.013082435",0.24063400576368882,0.3680555555555556,0.30547550432276654,0.1579861111111111,0.13112391930835735,"7.551267637",13,-8.986198492486334,118,0.17002881844380405,304,0.43804034582132567
701538,"Merrill, Jackson",515,0.9019264448336253,380,"72.00932633",0.20582524271844663,0.3026315789473684,0.22330097087378642,0.15789473684210525,0.11650485436893204,"7.370124971",10,-6.805497303374402,135,0.2621359223300971,186,0.3611650485436893
672580,"Garcia, Maikel",561,0.9063004846526656,489,"71.962302834",0.17825311942959005,0.41922290388548056,0.36541889483065954,0.2167689161554192,0.1889483065953654,"7.296083494",8,-6.08499939140108,72,0.12834224598930483,306,0.5454545454545454
672275,"Bailey, Patrick",457,0.9031620553359684,330,"71.95155674",0.1903719912472648,0.2909090909090909,0.2100656455142232,0.13333333333333333,0.0962800875273523,"7.35888372",7,-16.75129857763092,127,0.2778993435448578,157,0.3435448577680525
642715,"Adames, Willy",730,0.906832298136646,544,"71.951013068",0.20684931506849322,0.29963235294117646,0.2232876712328767,0.1323529411764706,0.09863013698630137,"8.152569192",9,-15.261249180478293,186,0.2547945205479452,250,0.3424657534246575
681351,"O'Hoppe, Logan",564,0.8995215311004785,382,"71.944649574",0.2074468085106383,0.36649214659685864,0.24822695035460993,0.2094240837696335,0.14184397163120568,"7.627556897",10,-6.069417217734759,182,0.32269503546099293,183,0.324468085106383
