"id","name","bbe","gb_rate","air_rate","fb_rate","ld_rate","pu_rate","pull_rate","straight_rate","oppo_rate","pull_gb_rate","straight_gb_rate","oppo_gb_rate","pull_air_rate","straight_air_rate","oppo_air_rate"
477132,"Kershaw, Clayton",173,0.47398843930635837,0.5260115606936416,0.23121387283236994,0.2254335260115607,0.06936416184971098,0.5144508670520231,0.2947976878612717,0.1907514450867052,0.3063583815028902,0.15028901734104047,0.017341040462427744,0.20809248554913296,0.14450867052023122,0.17341040462427745
607455,"Banda, Anthony",130,0.4307692307692308,0.5692307692307692,0.35384615384615387,0.17692307692307693,0.038461538461538464,0.34615384615384615,0.36923076923076925,0.2846153846153846,0.2,0.16923076923076924,0.06153846153846154,0.14615384615384613,0.2,0.22307692307692306
694738,"Roupp, Landen",307,0.46579804560260585,0.5342019543973942,0.24104234527687296,0.247557003257329,0.04560260586319218,0.41368078175895767,0.38762214983713356,0.1986970684039088,0.23452768729641693,0.18241042345276873,0.048859934853420196,0.17915309446254074,0.20521172638436483,0.1498371335504886
702352,"Bivens, Spencer",152,0.506578947368421,0.4934210526315789,0.26973684210526316,0.15789473684210525,0.06578947368421052,0.3815789473684211,0.375,0.24342105263157895,0.21052631578947367,0.23684210526315788,0.05921052631578947,0.1710526315789474,0.13815789473684212,0.1842105263157895
642100,"Speier, Gabe",92,0.43478260869565216,0.5652173913043479,0.33695652173913043,0.17391304347826086,0.05434782608695652,0.358695652173913,0.33695652173913043,0.30434782608695654,0.22826086956521738,0.14130434782608695,0.06521739130434782,0.13043478260869565,0.1956521739130435,0.2391304347826087
661403,"Clase, Emmanuel",134,0.4626865671641791,0.5373134328358209,0.21641791044776118,0.2537313432835821,0.06716417910447761,0.29850746268656714,0.4253731343283582,0.27611940298507465,0.17164179104477612,0.23134328358208955,0.05970149253731343,0.12686567164179102,0.19402985074626866,0.2164179104477612
668984,"Legumina, Casey",103,0.4174757281553398,0.5825242718446602,0.2621359223300971,0.22330097087378642,0.0970873786407767,0.32038834951456313,0.36893203883495146,0.3106796116504854,0.17475728155339806,0.1941747572815534,0.04854368932038835,0.14563106796116507,0.17475728155339806,0.2621359223300971
669923,"Kirby, George",171,0.45614035087719296,0.5438596491228069,0.25146198830409355,0.25146198830409355,0.04093567251461988,0.3508771929824561,0.391812865497076,0.2573099415204678,0.24561403508771928,0.17543859649122806,0.03508771929824561,0.10526315789473684,0.21637426900584794,0.2222222222222222
671922,"Smith, Cade",103,0.32038834951456313,0.6796116504854368,0.2815533980582524,0.32038834951456313,0.07766990291262135,0.2815533980582524,0.4077669902912621,0.3106796116504854,0.1650485436893204,0.13592233009708737,0.019417475728155338,0.11650485436893201,0.27184466019417475,0.2912621359223301
672841,"Vargas, Carlos",154,0.538961038961039,0.461038961038961,0.2077922077922078,0.21428571428571427,0.03896103896103896,0.38961038961038963,0.35714285714285715,0.2532467532467532,0.2662337662337662,0.2012987012987013,0.07142857142857142,0.12337662337662342,0.15584415584415584,0.1818181818181818
676440,"Bibee, Tanner",344,0.45348837209302323,0.5465116279069767,0.2761627906976744,0.19476744186046513,0.0755813953488372,0.38372093023255816,0.36627906976744184,0.25,0.2238372093023256,0.1686046511627907,0.061046511627906974,0.15988372093023256,0.19767441860465115,0.18895348837209303
683769,"Gaddis, Hunter",111,0.36936936936936937,0.6306306306306307,0.2882882882882883,0.2702702702702703,0.07207207207207207,0.45045045045045046,0.34234234234234234,0.2072072072072072,0.18018018018018017,0.11711711711711711,0.07207207207207207,0.2702702702702703,0.22522522522522523,0.13513513513513514
571948,"Milner, Hoby",139,0.539568345323741,0.46043165467625896,0.2302158273381295,0.2014388489208633,0.02877697841726619,0.34532374100719426,0.38848920863309355,0.26618705035971224,0.23741007194244604,0.2014388489208633,0.10071942446043165,0.10791366906474822,0.18705035971223025,0.1654676258992806
592426,"Jackson, Luke",107,0.5420560747663551,0.45794392523364486,0.21495327102803738,0.205607476635514,0.037383177570093455,0.5327102803738317,0.2803738317757009,0.18691588785046728,0.32710280373831774,0.1588785046728972,0.056074766355140186,0.20560747663551399,0.12149532710280372,0.1308411214953271
594798,"deGrom, Jacob",304,0.4243421052631579,0.575657894736842,0.2894736842105263,0.21710526315789475,0.06907894736842106,0.39473684210526316,0.32894736842105265,0.27631578947368424,0.2138157894736842,0.16776315789473684,0.04276315789473684,0.18092105263157895,0.16118421052631582,0.2335526315789474
621051,"Wilson, Steven",98,0.2755102040816326,0.7244897959183674,0.29591836734693877,0.3163265306122449,0.11224489795918367,0.47959183673469385,0.336734693877551,0.1836734693877551,0.16326530612244897,0.09183673469387756,0.02040816326530612,0.3163265306122449,0.24489795918367346,0.163265306122449
641302,"Alexander, Tyler",196,0.3673469387755102,0.6326530612244897,0.2653061224489796,0.2857142857142857,0.08163265306122448,0.35714285714285715,0.3826530612244898,0.2602040816326531,0.16326530612244897,0.15306122448979592,0.05102040816326531,0.19387755102040818,0.22959183673469385,0.20918367346938777
656641,"Latz, Jacob",145,0.3931034482758621,0.6068965517241379,0.2620689655172414,0.2413793103448276,0.10344827586206896,0.3724137931034483,0.3586206896551724,0.2689655172413793,0.19310344827586207,0.15862068965517243,0.041379310344827586,0.17931034482758623,0.19999999999999998,0.2275862068965517
673929,"Leasure, Jordan",100,0.35,0.65,0.23,0.28,0.14,0.41,0.35,0.24,0.16,0.16,0.03,0.24999999999999997,0.18999999999999997,0.21
